model,image_idx,y_true,k_total,winning_corruption,phase1_l2,phase1_queries,phase1_ssim,phase1_mse,phase1_linf,best_l2,final_l2,final_label,final_ssim,final_mse,final_linf,IR_phase3,n_gens,queries_phase3,q_offspring_eval,q_xi_shrink,q_theta_bs,runtime_sec
standard,299,6,14,jpeg,2.1107677216478766,140,0.9261429309844971,0.0014503061115724504,0.15510668605566025,1.4220329067386388,1.4672631293814553,5,0.9663861393928528,0.0007008011314587717,0.10317018628120422,0.32629588175222923,18,1887,1001,28,858,7.521759748458862
robust,299,6,14,blur,5.089723161235122,72,0.5687552094459534,0.00843270893815536,0.3643258735537529,4.439415390768921,4.4617184881934895,4,0.7381706237792969,0.006480120982107015,0.3153876066207886,0.1277687901415038,18,1955,975,18,962,8.219904899597168
standard,300,6,14,blur,3.0913463212954024,142,0.780443012714386,0.003110814478576374,0.23004624247550964,2.1231623653616642,2.144509983356533,5,0.9147871136665344,0.0014970452671686453,0.12477365136146545,0.31319168262196806,17,1858,952,22,884,7.326877117156982
robust,300,6,14,blur,3.602418829423727,118,0.6889472603797913,0.00422442103599825,0.26085910201072693,3.1581903239380305,3.1598269625806985,4,0.7765843868255615,0.0032501648792185715,0.23453312367200851,0.12331395279675439,16,1900,896,16,988,8.07642412185669
standard,301,9,14,blur,3.026601028236044,139,0.8904299736022949,0.0029818729766013935,0.24034404754638672,2.931425849950496,2.9314432575405274,9,0.8938180804252625,0.0027973175660683243,0.23447740077972412,0.031446225451465484,15,1887,840,293,754,7.493950605392456
robust,301,9,14,blur,5.459657536027533,96,0.6275486350059509,0.009703079560775471,0.39899295568466187,5.459657536027533,5.698968079676748,6,0.6541294455528259,0.01057234291053401,0.44695061445236206,0.0,14,1931,734,27,1170,8.1830575466156
standard,302,3,14,jpeg,2.3637338366036738,86,0.8826530575752258,0.0018187622559586985,0.2597426027059555,1.7019648282997037,1.7031221508025938,6,0.9335586428642273,0.000944213910551594,0.1142009049654007,0.2799676503572972,17,1931,952,17,962,8.403380155563354
robust,302,3,14,blur,4.683189717398921,91,0.49394822120666504,0.007139409482145507,0.42932794988155365,4.404645785035618,4.419040837600173,3,0.5963272452354431,0.006356745402584842,0.4368762820959091,0.059477396640255774,7,1935,392,1153,390,9.788527011871338
standard,303,8,14,blur,1.8387734981340005,86,0.9489848613739014,0.0011006145759895668,0.18523059785366058,1.1386754262261964,1.1390060198304268,6,0.9480741620063782,0.0004223094730069954,0.05514368414878845,0.3807418763748054,19,1939,1064,43,832,9.574907064437866
robust,303,8,14,fractal_random,10.097230846286942,52,0.211991548538208,0.03318817407656528,0.7421150654554367,5.766337343445137,5.826851143317138,9,0.664657711982727,0.011052146556741941,0.35863614082336426,0.42891893517858964,19,1973,1064,155,754,9.356897830963135
standard,304,0,14,fractal_random,1.6468439474040342,84,0.8811514377593994,0.0008828434202803716,0.10135579109191895,1.1367903150562009,1.1600846935516276,2,0.9532790184020996,0.0004380848199999205,0.11102190613746643,0.3097158253226391,19,1943,1014,19,910,7.482457876205444
standard,305,7,14,blur,3.235924171535874,133,0.8883026242256165,0.0034085954570085095,0.2216554842889309,1.9078730820033227,1.9091833833990206,2,0.9581899046897888,0.001186517307836149,0.1286698542535305,0.4104085940005867,20,1884,1120,36,728,7.414305210113525
robust,305,7,14,blur,6.005858863554759,97,0.6128187775611877,0.011741647359680763,0.39374610781669617,5.451295567756084,5.506268766651085,4,0.6734380125999451,0.009869464698249694,0.3890489600598812,0.09233705093603203,18,1930,964,56,910,8.315786600112915
standard,306,6,14,blur,2.577941593397517,140,0.9430766105651855,0.0021633407744039482,0.1774410605430603,1.9501315701013178,2.1639540702866396,5,0.9626920223236084,0.001524315486024266,0.18088525533676147,0.24353151557200206,17,1887,901,24,962,7.760926008224487
robust,306,6,14,jpeg,7.6707755421785615,118,0.6555036902427673,0.01915390540966304,0.5320077538490295,7.608981278278529,7.909432186236229,5,0.6711366772651672,0.02036429616013523,0.5281045958399773,0.008055803948407847,14,1909,750,15,1144,8.927664756774902
standard,307,2,14,fractal_random,1.0017354969791412,128,0.8920249342918396,0.00032665169463152576,0.0669935941696167,0.9408165422509078,0.9408165422509078,2,0.924465000629425,0.00028813013996046476,0.08922478556632996,0.06081341323327577,19,1898,1064,262,572,8.443247318267822
robust,307,2,14,jpeg,0.7118680077660654,131,0.964125394821167,0.00016495965510443587,0.08475935459136963,0.509043670117984,0.5139694833758669,0,0.9880759119987488,8.599108785772316e-05,0.06413719058036804,0.28491846161842643,16,1874,896,16,962,9.415611267089844
standard,308,5,14,jpeg,1.2491391308342834,128,0.9775915145874023,0.0005079259662048922,0.12680470943450928,0.9032410200513857,0.9078865841687218,4,0.9887234568595886,0.00026831316973665226,0.08828797191381454,0.2769091946962521,17,1879,952,17,910,7.587380647659302
robust,308,5,14,blur,4.67819986054388,92,0.6618360877037048,0.007124203754945564,0.36346952617168427,3.2893547737373456,3.307361361468854,4,0.8911144733428955,0.0035607549473448846,0.2859940081834793,0.29687596259409693,18,1935,973,26,936,8.200098752975464
standard,309,8,14,jpeg,1.80840070662222,134,0.937134325504303,0.0010645550506874172,0.13862298429012299,0.8666189381630559,0.8666189381630559,0,0.9811177253723145,0.00024447538760170065,0.06201782822608948,0.5207815751290265,20,1884,1120,36,728,7.480817079544067
robust,309,8,14,fractal_random,7.207997416682388,50,0.37298235297203064,0.016912508710579425,0.48418790102005005,4.155015194438512,4.158493640821434,6,0.7649869322776794,0.005629254346024332,0.30899232625961304,0.42355484412050004,21,1951,1176,21,754,8.082073450088501
standard,310,5,14,fractal_random,2.1042593367295415,130,0.9026104807853699,0.0014413760925173988,0.15064123272895813,1.1733361695331037,1.1860399566118245,3,0.9684529900550842,0.00045790716568876194,0.07349014282226562,0.4423994471343474,19,1897,1020,19,858,7.590608358383179
robust,310,5,14,blur,4.336229065201927,97,0.7851638197898865,0.006120729982389967,0.34854185581207275,3.46267929704798,3.46267929704798,3,0.8924936652183533,0.0039030429435079586,0.4095946252346039,0.20145378738502318,17,1930,899,17,1014,8.26286244392395
standard,311,4,14,blur,1.331682244169327,138,0.9754238128662109,0.0005772713539830258,0.12181806564331055,0.9357655077794503,0.9387827358436653,3,0.9884760975837708,0.00028688575796502247,0.15820229053497314,0.29730571097074326,19,1863,1064,19,780,7.553699016571045
robust,311,4,14,fractal_random,5.578575061857727,47,0.6794248223304749,0.01013037100285838,0.34639212489128113,4.95073394455084,4.979052071716292,7,0.7548906207084656,0.008069973792547633,0.35548435151576996,0.1125450693671959,18,1980,975,43,962,8.183309078216553
standard,312,6,14,blur,2.353550524022185,140,0.8471722602844238,0.001803125022501661,0.18841302394866943,2.162110337734177,2.162110337734177,5,0.9175171256065369,0.0015217191264141592,0.18775218725204468,0.0813410140696022,17,1887,907,18,962,7.6131272315979
robust,312,6,14,jpeg,3.500553933659645,118,0.792408287525177,0.003988892526842453,0.24850693345069885,3.192295300514971,3.252256644887204,4,0.8003890514373779,0.003443090276822887,0.2677675187587738,0.0880599582199284,16,1900,896,16,988,8.35583758354187
standard,313,8,14,blur,2.556040012881498,136,0.9423747658729553,0.0021267384594567864,0.23974746465682983,1.405197109988366,1.422509142628604,6,0.9578648209571838,0.0006587019066013991,0.090523362159729,0.4502444786049157,20,1891,1080,57,754,7.816988706588745
robust,313,8,14,fractal_random,12.632972204420687,52,0.23386619985103607,0.05195051650965685,0.7900668829679489,9.133940905745119,9.138881366959,6,0.49843165278434753,0.027187224210911253,0.3879079222679138,0.2769760941491776,20,1968,1120,146,702,8.181143999099731
standard,314,9,14,blur,4.950199859186781,138,0.8146956562995911,0.007976718309209907,0.3650303781032562,4.950199859186781,5.074700776969191,9,0.8042321801185608,0.008383003893875888,0.3681226670742035,0.0,2,1888,112,1646,130,7.472581148147583
robust,314,9,14,blur,6.422063862084268,140,0.6726493239402771,0.01342542456012003,0.4087904691696167,6.422063862084268,6.598180941448359,9,0.6501819491386414,0.014171872310965561,0.4037729501724243,0.0,2,1886,112,1644,130,8.193938970565796
standard,315,9,14,blur,3.377342848441103,136,0.8654482364654541,0.0037130353892956616,0.2763223499059677,2.598306827371481,2.615677207585376,6,0.9248571395874023,0.0022271377470699824,0.1606186032295227,0.23066536506034785,18,1872,1008,32,832,7.3610475063323975
robust,315,9,14,blur,5.780934862538358,98,0.5783606171607971,0.010878648400036267,0.43674086034297943,5.747071461498001,5.975665982020653,4,0.6021143794059753,0.011623887981033783,0.5097420793026686,0.005857772461647914,14,1921,784,45,1092,8.114763498306274
standard,316,1,14,fractal_random,1.8236054508425903,131,0.9392979741096497,0.0010825315235490909,0.12233537435531616,1.4004356247851308,1.4005140290817795,6,0.9621499180793762,0.0006384894572238146,0.09036099910736084,0.23205119608626712,17,1879,952,17,910,7.301256895065308
robust,316,1,14,jpeg,4.7536445793494195,141,0.69869464635849,0.0073558387977793365,0.3598710894584656,3.3921126452329524,3.4034157228196054,9,0.8338335156440735,0.003770585478699462,0.22863531112670898,0.28641853874207934,19,1886,1014,40,832,8.177006244659424
standard,317,0,14,fractal_random,0.8389922808403684,36,0.9597671627998352,0.0002291367341503006,0.05359683930873871,0.7841714799999557,0.7844374265739139,8,0.9700704216957092,0.00020030667268613306,0.07156133651733398,0.06534124579251423,16,1978,896,16,1066,7.361636400222778
robust,317,0,14,blur,1.38918827304693,94,0.9762234687805176,0.000628204445954138,0.185133695602417,1.1108248815004798,1.1119092980017675,8,0.9845450520515442,0.0004024551490419209,0.1024429202079773,0.20037844901750515,16,1926,896,16,1014,10.733125448226929
standard,318,2,14,jpeg,2.7518435823276723,137,0.9230754375457764,0.0024650530929680977,0.2427765056490898,2.7518435823276723,3.0093501447581583,3,0.9098696708679199,0.0029479779948254265,0.263962060213089,0.0,14,1877,784,27,1066,8.476053237915039
robust,318,2,14,blur,9.006318999974038,98,0.4771764278411865,0.02640422588844186,0.6346109434962273,7.788216921075431,8.002027001425025,8,0.5931562781333923,0.02084389203555419,0.6401187628507614,0.13524971510581826,16,1929,847,16,1066,10.842256546020508
standard,319,2,14,fractal_random,1.1061400882070647,130,0.9513376355171204,0.00039828967927693133,0.07093274593353271,0.6158828869277893,0.6178368378886131,6,0.9852678179740906,0.00012425857449695741,0.03271901607513428,0.44321438713421024,19,1889,1064,19,806,7.334344387054443
robust,319,2,14,fractal_random,2.1813977334102455,130,0.8496239185333252,0.0015489896065518736,0.13988500833511353,1.3941326254677415,1.3978549113819918,3,0.972723662853241,0.000636067170550809,0.1817699819803238,0.360899388444742,19,1876,1064,84,728,8.132354497909546
standard,320,2,14,blur,0.4095086424606483,133,0.9971168041229248,5.458897403970152e-05,0.04155951738357544,0.3532457592069077,0.3546966807755705,5,0.9978537559509277,4.095369220357253e-05,0.03827887773513794,0.13739119867084892,15,1869,840,15,1014,7.317113161087036
robust,320,2,14,fractal_random,4.093900019119013,89,0.7372680306434631,0.005455734819838105,0.3399340510368347,2.0099056623719713,2.0099056623719713,7,0.9401442408561707,0.0013150132743116694,0.13666892051696777,0.5090486692431504,19,1915,1064,19,832,8.482003688812256
standard,321,8,14,fractal_random,1.3974009542960664,84,0.9691984057426453,0.0006356541103735538,0.09943705797195435,0.845635247787257,0.8582500961514136,6,0.9880093932151794,0.0002397764427529551,0.04947558045387268,0.39485138808049447,20,1943,1117,20,806,8.395938158035278
robust,321,8,14,fractal_random,4.821120471671051,90,0.7562215328216553,0.007566146680457583,0.3692314550280571,3.570402037416632,3.5760616913382206,1,0.8217466473579407,0.0041628311266652404,0.21386130154132843,0.2594248456564511,18,1910,1008,18,884,9.262813568115234
standard,322,0,14,fractal_random,2.6176202684852226,86,0.7203736305236816,0.0022304478743439614,0.18219983577728271,1.4949009410540992,1.4949009410540992,2,0.9060744643211365,0.0007274507837587485,0.14274224638938904,0.4289084023943718,17,1931,952,17,962,8.316453218460083
robust,322,0,14,blur,3.3463902979402667,93,0.810034453868866,0.0036452890710119653,0.42219845950603485,3.238181458481943,3.2997785071234884,8,0.7772702574729919,0.003544446041853576,0.4642339199781418,0.032335988878800875,14,1919,784,17,1118,8.439438819885254
standard,323,9,14,blur,2.4759177102223844,140,0.8669361472129822,0.0019954975611304873,0.19411233067512512,1.8484203132243808,1.8484203132243808,5,0.9314764142036438,0.001112193244343991,0.1542310118675232,0.2534403281689206,17,1887,934,17,936,7.426959037780762
robust,323,9,14,blur,3.0380489288546886,142,0.7952896952629089,0.0030044730775114336,0.22845828533172607,2.291028362487364,2.3112184822064945,4,0.9160272479057312,0.0017388446988150766,0.22955342382192612,0.2458882604793805,19,1863,1064,19,780,8.100672245025635
standard,324,5,14,blur,2.545445322492547,133,0.941500723361969,0.0021091444953773397,0.20466163754463196,2.347639299924833,2.347639299924833,5,0.951668918132782,0.0017940788414996048,0.18639352917671204,0.07770979043227633,17,1894,931,183,780,7.483381032943726
robust,324,5,14,blur,3.5986860695716354,139,0.8741609454154968,0.0042156710375419746,0.2776365801692009,2.4912720058406976,2.503980354105703,3,0.9542410969734192,0.00204098882115464,0.3105655536055565,0.30772733223233256,18,1888,986,18,884,8.553513765335083
standard,325,8,14,blur,2.529218322027562,137,0.9235844612121582,0.0020823389715103895,0.2731306850910187,2.2811949220766974,2.311863240604156,3,0.8912917971611023,0.0017398149979915153,0.2126937210559845,0.09806326238852935,18,1890,977,133,780,7.714909791946411
robust,325,8,14,fractal_random,8.848203496801386,51,0.3600538671016693,0.025485255573179783,0.6026179641485214,5.785275986736424,5.795209622887052,6,0.6160241365432739,0.010932439649540757,0.3421286940574646,0.3461637733775231,21,1958,1176,54,728,8.24736475944519
standard,326,1,14,blur,3.0122886135979594,133,0.8524937629699707,0.002953737855342421,0.24233001470565796,1.4407614747834323,1.4573892930325911,9,0.9335222244262695,0.0006914008835876224,0.08886873722076416,0.5217053677129073,19,1894,1043,19,832,7.63249945640564
robust,326,1,14,blur,2.4619747760649378,137,0.902008056640625,0.0019730858717382812,0.21071788668632507,2.1379772715057497,2.1557195465853844,8,0.9424418807029724,0.0015127365696177867,0.23167751729488373,0.13160065964487452,17,1890,911,17,962,8.287883281707764
standard,327,9,14,blur,3.2964997767993864,91,0.8792386651039124,0.003537405852356252,0.23365139588713646,2.8620998815897516,2.9001684860136083,3,0.8931130766868591,0.0027379483555994358,0.19740444421768188,0.13177610332842166,18,1936,990,36,910,7.532419919967651
robust,327,9,14,blur,5.750388576586614,96,0.6285417675971985,0.010763987233638618,0.39224087446928024,5.735177772761085,6.0059109118265,8,0.6300233006477356,0.01174185088830841,0.39784734696149826,0.00264517842976073,13,1909,728,37,1144,8.369389057159424
standard,328,4,14,jpeg,2.277163924760621,138,0.9272903800010681,0.001687980319085675,0.2018032670021057,2.2766942501745864,2.2800316603501574,7,0.9292960166931152,0.0016922344997140955,0.19169831275939941,0.00020625418351636308,14,1872,784,74,1014,7.5340611934661865
robust,328,4,14,blur,5.18770346391994,141,0.714205265045166,0.008760503655457991,0.4671272039413452,4.461497994738063,4.535639079500965,0,0.8257811665534973,0.006696621636364176,0.5509891211986542,0.1399859252234784,17,1879,952,17,910,8.147630453109741
standard,329,1,14,fractal_random,2.3966596994285765,131,0.9346029162406921,0.0018697844123909749,0.15830382704734802,1.3322909088218442,1.3349902353421537,9,0.9733864665031433,0.0005801428762344009,0.08157789707183838,0.44410509796635056,19,1889,1064,19,806,7.523904085159302
robust,329,1,14,blur,3.6493186052341406,140,0.854220449924469,0.004335132253420592,0.30735063552856445,2.9105448599893164,2.9278755167761807,4,0.9108919501304626,0.0027905127046497762,0.20504578948020935,0.2024415583186452,16,1874,896,16,962,8.145360469818115
standard,330,3,14,jpeg,1.1171159399415547,142,0.9866752028465271,0.0004062330804920258,0.10018450021743774,0.9336345821671778,0.936452005869159,7,0.9905645251274109,0.00028546301080120164,0.07417726516723633,0.16424558205120257,17,1879,952,17,910,7.473302364349365
robust,330,3,14,fractal_random,5.396093215124076,95,0.7147247195243835,0.009478457677834668,0.3845166862010956,3.7995157160739486,3.7995157160739486,1,0.8494400382041931,0.004699322763364634,0.2981010675430298,0.2958765602075346,18,1932,978,18,936,8.160326719284058
